Accepted Symbol,Synonym Symbol,Scientific Name,Common Name,FIPS Code
ADIAN,,Adiantum L.,maidenhair fern,US70
ADIAN,,Adiantum L.,maidenhair fern,US78
ADIAN,,Adiantum L.,maidenhair fern,US72
ADIAN,,Adiantum L.,maidenhair fern,USNI
ADCA,ADCAP,Adiantum capillus-veneris L. var. protrusum Fernald,,US15
ADCA,,Adiantum capillus-veneris L.,common maidenhair,US15
ADCA,ADCAM,Adiantum capillus-veneris L. var. modestum (Underw.) Fernald,,US15
ADCA,,Adiantum capillus-veneris L.,common maidenhair,US72
ADCA,ADMO2,Adiantum modestum Underw.,,US72
ADCA,ADCAP,Adiantum capillus-veneris L. var. protrusum Fernald,,US72
ADCA,ADCAM,Adiantum capillus-veneris L. var. modestum (Underw.) Fernald,,US72
ADCA,ADMO2,Adiantum modestum Underw.,,US15
ADCO,,Adiantum concinnum Humb. & Bonpl. ex Willd.,polished maidenhair,US72
ADFR,,Adiantum fragile Sw.,fragile maidenhair,US78
ADFR,,Adiantum fragile Sw.,fragile maidenhair,US72
ADFRF,,Adiantum fragile Sw. var. fragile,fragile maidenhair,US72
ADFRF,,Adiantum fragile Sw. var. fragile,fragile maidenhair,US78
ADFRR,ADRI2,Adiantum rigidulum Mett. ex Kuhn,,US78
ADFRR,,Adiantum fragile Sw. var. rigidulum (Mett. ex Kuhn) Proctor,fragile maidenhair,US72
ADFRR,ADRI2,Adiantum rigidulum Mett. ex Kuhn,,US72
ADFRR,,Adiantum fragile Sw. var. rigidulum (Mett. ex Kuhn) Proctor,fragile maidenhair,US78
ADHI,,Adiantum hispidulum Sw.,rough maidenhair,US70
ADHI,,Adiantum hispidulum Sw.,rough maidenhair,US15
ADHI,,Adiantum hispidulum Sw.,rough maidenhair,US66
ADLA,,Adiantum latifolium Lam.,broadleaf maidenhair,US72
ADLA,,Adiantum latifolium Lam.,broadleaf maidenhair,US78
ADMA,,Adiantum macrophyllum Sw.,largeleaf maidenhair,US72
ADME,,Adiantum melanoleucum Willd.,fragrant maidenhair,USNI
ADME,,Adiantum melanoleucum Willd.,fragrant maidenhair,US72
ADOB,,Adiantum obliquum Willd.,oblique maidenhair,US72
ADPA3,,Adiantum palaoense C. Chr.,Palau maidenhair,US66
ADPA3,,Adiantum palaoense C. Chr.,Palau maidenhair,US70
ADPE3,,Adiantum petiolatum Desv.,stalked maidenhair,US72
ADPH,,Adiantum philippense L.,,US70
ADPH,,Adiantum philippense L.,,US66
ADPU,,Adiantum pulverulentum L.,glossy maidenhair,US72
ADPU,,Adiantum pulverulentum L.,glossy maidenhair,US78
ADPY,,Adiantum pyramidale (L.) Willd.,pyramid maidenhair,US78
ADPY,,Adiantum pyramidale (L.) Willd.,pyramid maidenhair,US72
ADPY,ADCR,Adiantum cristatum L.,,US72
ADPY,ADCR,Adiantum cristatum L.,,US78
ADRA,ADCU,Adiantum cuneatum Langsd. & Fisch.,,US15
ADRA,,Adiantum raddianum C. Presl,delta maidenhair,US15
ADTE,,Adiantum tenerum Sw.,fan maidenhair,US15
ADTE,,Adiantum tenerum Sw.,fan maidenhair,US78
ADTE,,Adiantum tenerum Sw.,fan maidenhair,US72
ADTE,,Adiantum tenerum Sw.,fan maidenhair,USNI
ADTE2,,Adiantum tetraphyllum Humb. & Bonpl. ex Willd.,fourleaf maidenhair,US72
ADVI,,Adiantum villosum L.,woolly maidenhair,US72
ADVI,,Adiantum villosum L.,woolly maidenhair,US78
ADVI4,,Adiantum vivesii Proctor,Puerto Rico maidenhair,US72
ADWI,,Adiantum wilsonii Hook.,Wilson's maidenhair,US72
AECHM,,Aechmea Ruiz & Pav.,livingvase,US72
AECHM,,Aechmea Ruiz & Pav.,livingvase,US78
AEFA3,,Aechmea fasciata (Lindl.) Baker,urnplant,US72
AELI,WILI,Wittmackia lingulata (L.) Mez,,US72
AELI,,Aechmea lingulata (L.) Baker,West Indian livingvase,US72
AELI,,Aechmea lingulata (L.) Baker,West Indian livingvase,US78
AELI,WILI,Wittmackia lingulata (L.) Mez,,US78
AENU,,Aechmea nudicaulis (L.) Griseb.,nakedstem livingvase,US72
AEGIP,,Aegiphila Jacq.,spiritweed,US72
AEGIP,,Aegiphila Jacq.,spiritweed,US78
AEEL,,Aegiphila elata Sw.,tall spiritweed,US72
AEIN5,,Aegiphila integrifolia (Jacq.) Jacq.,entireleaf spiritweed,US78
AEMA,,Aegiphila martinicensis Jacq.,Caribbean spiritweed,US72
AEMA,AEMAO,Aegiphila martinicensis Jacq. var. oligoneura (Urb.) Moldenke,,US78
AEMA,,Aegiphila martinicensis Jacq.,Caribbean spiritweed,US78
AEMA,AEMAO,Aegiphila martinicensis Jacq. var. oligoneura (Urb.) Moldenke,,US72
AERVA,,Aerva Forssk.,aerva,US15
AESE,,Aerva sericea Moq.,island puzzle,US15
AESCH,,Aeschynomene L.,jointvetch,US15
AESCH,,Aeschynomene L.,jointvetch,US72
AESCH,,Aeschynomene L.,jointvetch,US70
AESCH,,Aeschynomene L.,jointvetch,US78
AEAM,,Aeschynomene americana L.,shyleaf,US70
AEAM,,Aeschynomene americana L.,shyleaf,US66
AEAM,AEAMG,Aeschynomene americana L. var. glandulosa (Poir.) Rudd,,US70
AEAM,,Aeschynomene americana L.,shyleaf,US72
AEAM,,Aeschynomene americana L.,shyleaf,US78
AEAM,AEAMG,Aeschynomene americana L. var. glandulosa (Poir.) Rudd,,US66
AEAM,AEAMG,Aeschynomene americana L. var. glandulosa (Poir.) Rudd,,US72
AEAM,AEAMG,Aeschynomene americana L. var. glandulosa (Poir.) Rudd,,US78
AEEV,,Aeschynomene evenia C. Wright,shrubby jointvetch,US72
AEGR,AEPO2,Aeschynomene portoricensis Urb.,,US72
AEGR,,Aeschynomene gracilis Vogel,Puerto Rico jointvetch,US72
AEIN,,Aeschynomene indica L.,Indian jointvetch,US72
AEPA3,,Aeschynomene paniculata Willd. ex Vogel,pannicle jointvetch,US15
AEPA3,AEPA4,"Aeschynomene paniculatus Willd. ex Vog., orth. var.",,US15
AERU,,Aeschynomene rudis Benth.,zigzag jointvetch,US72
AESE2,,Aeschynomene sensitiva Sw.,sensitive jointvetch,US72
AESE2,,Aeschynomene sensitiva Sw.,sensitive jointvetch,US78
AESES,,Aeschynomene sensitiva Sw. var. sensitiva,sensitive jointvetch,US72
AESES,,Aeschynomene sensitiva Sw. var. sensitiva,sensitive jointvetch,US78
AEVI2,,Aeschynomene villosa Poir.,hairy jointvetch,US72
AGALI,,Agalinis Raf.,false foxglove,US72
AGFA2,GEFA2,Gerardia fasciculata Elliott,,US72
AGFA2,,Agalinis fasciculata (Elliott) Raf.,beach false foxglove,US72
AGFA2,AGFAP,Agalinis fasciculata (Elliott) Raf. var. peninsularis Pennell,,US72
AGFA2,AGGE,Agalinis georgiana (C.L. Boynt.) Pennell,,US72
AGFA2,GERA6,Gerardia racemulosa Pennell,,US72
AGFA2,GEFAP,Gerardia fasciculata Elliott ssp. peninsularis (Pennell) Pennell,,US72
AGFA2,GEGE2,Gerardia georgiana C.L. Boynt.,,US72
AGFA2,AGPUR,Agalinis purpurea (L.) Pennell var. racemulosa (Pennell) B. Boivin,,US72
AGFA2,GEPUR,Gerardia purpurea L. var. racemulosa (Pennell) Gleason,,US72
AGFA2,AGVI4,Agalinis virgata Raf.,,US72
AGANO,,Aganope Miq.,,US70
AGHE7,,Aganope heptaphylla (L.) Polhill,sevenleaf aganope,US70
AGHE7,,Aganope heptaphylla (L.) Polhill,sevenleaf aganope,US66
AGATH2,,Agathis Salisb.,agathis,US72
AGRO6,,Agathis robusta (C. Moore ex F. Muell.) F.M. Bailey,Queensland kauri,US72
AGAVE,,Agave L.,agave,US74
AGAVE,,Agave L.,agave,US70
AGAVE,,Agave L.,agave,US72
AGAVE,,Agave L.,agave,US15
AGAVE,,Agave L.,agave,US78
AGAM,,Agave americana L.,American century plant,US78
AGAM,,Agave americana L.,American century plant,US15
AGAMA,AGAMM2,Agave americana L. var. mediopicta Trel.,,US15
AGAMA,,Agave americana L. ssp. americana,American century plant,US78
AGAMA,AGAMS,Agave americana L. var. striata Trel.,,US78
AGAMA,,Agave americana L. ssp. americana,American century plant,US15
AGAMA,AGAMM,Agave americana L. var. marginata Trel.,,US15
AGAMA,AGAMM2,Agave americana L. var. mediopicta Trel.,,US78
AGAMA,AGAMM,Agave americana L. var. marginata Trel.,,US78
AGAMA,AGAMS,Agave americana L. var. striata Trel.,,US15
AGAMA2,,Agave americana L. ssp. americana var. americana,American century plant,US15
AGAMA2,,Agave americana L. ssp. americana var. americana,American century plant,US78
AGAT2,,Agave attenuata Salm-Dyck,,US74
AGAT2,,Agave attenuata Salm-Dyck,,US66
AGEG,,Agave eggersiana Trel.,Eggers' century plant,US78
AGMI8,,Agave minor Proctor,Proctor's agave,US72
AGMI4,,Agave missionum Trel.,corita,US72
AGMI4,,Agave missionum Trel.,corita,US78
AGMI4,AGPO,Agave portoricensis Trel.,,US78
AGMI4,AGPO,Agave portoricensis Trel.,,US72
AGSI2,,Agave sisalana Perrine,sisal hemp,US15
AGSI2,,Agave sisalana Perrine,sisal hemp,US66
AGSI2,AGRIS,Agave rigida Mill. var. sisalana (Perrine) Engelm.,,US15
AGSI2,,Agave sisalana Perrine,sisal hemp,US70
AGSI2,,Agave sisalana Perrine,sisal hemp,US72
AGSI2,,Agave sisalana Perrine,sisal hemp,US78
AGSI2,AGRIS,Agave rigida Mill. var. sisalana (Perrine) Engelm.,,US66
AGSI2,,Agave sisalana Perrine,sisal hemp,US74
AGSI2,AGRIS,Agave rigida Mill. var. sisalana (Perrine) Engelm.,,US72
AGSI2,AGRIS,Agave rigida Mill. var. sisalana (Perrine) Engelm.,,US74
AGSI2,AGRIS,Agave rigida Mill. var. sisalana (Perrine) Engelm.,,US78
AGSI2,AGRIS,Agave rigida Mill. var. sisalana (Perrine) Engelm.,,US70
AGDES2,,Agdestis Moc. & Sessé ex DC.,agdestis,US72
AGCL3,,Agdestis clematidea Moc. & Sessé ex DC.,rockroot,US72
AGERA2,,Ageratina Spach,snakeroot,US15
AGERA2,,Ageratina Spach,snakeroot,US72
AGAD2,EUAD2,Eupatorium adenophorum Spreng.,,US15
AGAD2,,Ageratina adenophora (Spreng.) R.M. King & H. Rob.,sticky snakeroot,US15
AGAD2,EUGL8,"Eupatorium glandulosum Kunth, non Michx.",,US15
AGRE3,,Ageratina resiniflua (Urb.) R.M. King & H. Rob.,resinous snakeroot,US72
AGRE3,EURE11,Eupatorium resinifluum Urb.,,US72
AGRI2,,Ageratina riparia (Regel) R.M. King & H. Rob.,spreading snakeroot,US15
AGRI2,EURI4,Eupatorium riparium Regel,,US15
AGERA,,Ageratum L.,whiteweed,US70
AGERA,,Ageratum L.,whiteweed,US72
AGERA,,Ageratum L.,whiteweed,US78
AGERA,,Ageratum L.,whiteweed,US15
AGCO,,Ageratum conyzoides L.,tropical whiteweed,US66
AGCO,,Ageratum conyzoides L.,tropical whiteweed,US72
AGCO,,Ageratum conyzoides L.,tropical whiteweed,US70
AGCO,,Ageratum conyzoides L.,tropical whiteweed,US15
AGCO,,Ageratum conyzoides L.,tropical whiteweed,US78
AGHO3,,Ageratum houstonianum Mill.,bluemink,US15
AGLAI,,Aglaia Lour.,,US70
AGMA14,,"Aglaia mariannensis sensu Kaneh., non Merr.",,US70
AGMA14,,"Aglaia mariannensis sensu Kaneh., non Merr.",,US66
AGLAO,,Aglaonema Schott,aglaonema,US72
AGCO4,,Aglaonema commutatum Schott,Philippine evergreen,US72
AGCOM,,Aglaonema commutatum Schott var. maculatum (Hook. f.) Nicolson,Philippine evergreen,US72
AGPI2,,Aglaonema pictum (Roxb.) Kunth,cara de caballo,US72
AGPI2,CAPI12,Calla picta Roxb.,,US72
AGLOS,,Aglossorrhyncha Schltr.,,US70
AGMI7,,Aglossorrhyncha micronesiaca Schltr.,Micronesian aglossorrhyncha,US70
AGMI7,,Aglossorrhyncha micronesiaca Schltr.,Micronesian aglossorrhyncha,US66
AGROS2,,Agrostis L.,bentgrass,US72
AGROS2,,Agrostis L.,bentgrass,US15
AGAV,,Agrostis avenacea J.F. Gmel.,Pacific bentgrass,US15
AGAV,AGRE5,Agrostis retrofracta Willd.,,US15
AGAV,LAFI3,Lachnagrostis filiformis (G. Forst.) Trin.,,US15
AGCA4,AGCAV,Agrostis canina L. var. varians (Thuill.) Ducomm.,,US15
AGCA4,,Agrostis canina L.,velvet bentgrass,US15
AGCA5,AGTEH,Agrostis tenuis Sibth. var. hispida (Willd.) Philipson,,US15
AGCA5,AGTEP,Agrostis tenuis Sibth. var. pumila (L.) Druce,,US15
AGCA5,,Agrostis capillaris L.,colonial bentgrass,US15
AGCA5,AGTE,Agrostis tenuis Sibth.,,US15
AGCA5,AGSY2,Agrostis sylvatica Huds.,,US15
AGCA5,AGTEA,Agrostis tenuis Sibth. var. aristata (Parnell) Druce,,US15
AGCA5,AGVU2,Agrostis vulgaris With.,,US15
AGHY,,"Agrostis hyemalis (Walter) Britton, Sterns & Poggenb.",winter bentgrass,US72
AGHY,COHY2,Cornucopiae hyemalis Walter,,US72
AGHY,AGAN2,Agrostis antecedens E.P. Bicknell,,US72
AGSA3,,Agrostis sandwicensis Hillebr.,Hawai'i bentgrass,US15
AGSA3,AGFA,Agrostis fallax Hillebr.,,US15
AGST2,,Agrostis stolonifera L.,creeping bentgrass,US15
AGST2,AGMA10,Agrostis maritima Lam.,,US15
AGST2,AGALP,Agrostis alba L. var. palustris (Huds.) Pers.,,US15
AGST2,AGSTP,Agrostis stolonifera L. var. palustris (Huds.) Farw.,,US15
AGST2,AGALS,Agrostis alba L. var. stolonifera (L.) Sm.,,US15
AGST2,AGPA17,Agrostis palustris Huds.,,US15
AGST2,AGSTC,Agrostis stolonifera L. var. compacta Hartm.,,US15
AGROS3,,Agrostophyllum Blume,agrostophyllum,US70
AGEL9,,Agrostophyllum elongatum (Ridl.) Schuit.,elongate agrostophyllum,US70
AGEL9,,Agrostophyllum elongatum (Ridl.) Schuit.,elongate agrostophyllum,US66
AIDIA,,Aidia Lour.,,US64
AIDIA,,Aidia Lour.,,US68
AIDIA,,Aidia Lour.,,US60
AIDIA,,Aidia Lour.,,US70
AIDIA,,Aidia Lour.,,US66
AIDIA,,Aidia Lour.,,US69
AIRA2,,Aidia racemosa (Cav.) Tirveng.,racemose aidia,US60
AIRA2,,Aidia racemosa (Cav.) Tirveng.,racemose aidia,US68
AIRA2,,Aidia racemosa (Cav.) Tirveng.,racemose aidia,US64
AIRA2,,Aidia racemosa (Cav.) Tirveng.,racemose aidia,US69
AIRA2,,Aidia racemosa (Cav.) Tirveng.,racemose aidia,US70
AIRA2,,Aidia racemosa (Cav.) Tirveng.,racemose aidia,US66
AILAN,,Ailanthus Desf.,ailanthus,US15
AIAL,TOAL4,Toxicodendron altissimum Mill.,,US15
AIAL,,Ailanthus altissima (Mill.) Swingle,tree of heaven,US15
AIAL,AIGL,Ailanthus glandulosa Desf.,,US15
AIPHA,,Aiphanes Willd.,aiphanes,US72
AIMI,AIAC,Aiphanes acanthophylla (Mart.) Burret,,US72
AIMI,,Aiphanes minima (Gaertn.) Burret,Guinea bactris,US72
AIMI,BAAC2,Bactris acanthophylla Mart.,,US72
AIMI,CUCA7,Curima calophylla O.F. Cook,,US72
AIRA,,Aira L.,hairgrass,US15
AICA,,Aira caryophyllea L.,silver hairgrass,US15
AICAC2,,Aira caryophyllea L. var. caryophyllea,silver hairgrass,US15
AICAC2,ASCA22,Aspris caryophyllea (L.) Nash,,US15
AIEL4,AICA3,"Aira capillaris Host, non Savi",,US15
AIEL4,AIELA,Aira elegans Willd. ex Kunth ssp. ambigua (Arcang.) Holub,,US15
AIEL4,,Aira elegans Willd. ex Kunth,annual silver hairgrass,US15
AIEL4,AICAC,Aira caryophyllea L. var. capillaris (Host) Mutel,,US15
AIEL4,AIEL2,Aira elegantissima Schur,,US15
AIEL4,ASCA23,Aspris capillaris (Host) Hitchc.,,US15
ALBIZ,,Albizia Durazz.,albizia,US78
ALBIZ,,Albizia Durazz.,albizia,US64
ALBIZ,,Albizia Durazz.,albizia,US70
ALBIZ,,Albizia Durazz.,albizia,US15
ALBIZ,,Albizia Durazz.,albizia,US74
ALBIZ,,Albizia Durazz.,albizia,US72
ALAC,,Albizia acle (Blanco) Merr.,akle,US64
ALAC,,Albizia acle (Blanco) Merr.,akle,US70
ALAC,,Albizia acle (Blanco) Merr.,akle,US66
ALAD,,Albizia adinocephala (Donn. Sm.) Britton & Rose ex Record,cream albizia,US72
ALCA8,,Albizia carbonaria Britton,naked albizia,US72
ALCA8,PICA11,Pithecellobium carbonarium (Britton) Niez. & Nevl.,,US72
ALCH2,,Albizia chinensis (Osbeck) Merr.,Chinese albizia,US15
ALCH2,ALST9,Albizia stipulata (Roxb.) B. Boivin,,US15
ALLE,,Albizia lebbeck (L.) Benth.,woman's tongue,US70
ALLE,,Albizia lebbeck (L.) Benth.,woman's tongue,US15
ALLE,,Albizia lebbeck (L.) Benth.,woman's tongue,US66
ALLE,MILE6,Mimosa lebbeck L.,,US70
ALLE,,Albizia lebbeck (L.) Benth.,woman's tongue,US74
ALLE,,Albizia lebbeck (L.) Benth.,woman's tongue,US72
ALLE,,Albizia lebbeck (L.) Benth.,woman's tongue,US78
ALLE,MILE6,Mimosa lebbeck L.,,US72
ALLE,MILE6,Mimosa lebbeck L.,,US66
ALLE,MILE6,Mimosa lebbeck L.,,US15
ALLE,MILE6,Mimosa lebbeck L.,,US74
ALLE,MILE6,Mimosa lebbeck L.,,US78
ALPR,MIPR4,Mimosa procera Roxb.,,US72
ALPR,,Albizia procera (Roxb.) Benth.,tall albizia,US72
ALRE,,Albizia retusa Benth.,albizia,US64
ALRE,,Albizia retusa Benth.,albizia,US70
ALRE,,Albizia retusa Benth.,albizia,US66
ALSA10,,Albizia saponaria (Lour.) Blume ex Miq.,whiteflower albizia,US15
ALCEA,,Alcea L.,hollyhock,US72
ALRO3,ALFI9,Alcea ficifolia L.,,US72
ALRO3,,Alcea rosea L.,hollyhock,US72
ALRO3,ALRO4,Althaea rosea (L.) Cav.,,US72
ALCHO,,Alchornea Sw.,alchornea,US78
ALCHO,,Alchornea Sw.,alchornea,US72
ALLA,,Alchornea latifolia Sw.,achiotillo,US72
ALLA,,Alchornea latifolia Sw.,achiotillo,US78
ALCHO2,,Alchorneopsis Müll. Arg.,alchorneopsis,US72
ALFL3,,Alchorneopsis floribunda (Benth.) Müll. Arg.,palo de gallina,US72
ALPO,,Alchorneopsis portoricensis Urb.,Puerto Rico palo de gallina,US72
ALECT2,,Alectra Thunb.,alectra,US72
ALFL2,ALAS,Alectra aspera (Cham. & Schltdl.) L.O. Williams,,US72
ALFL2,,Alectra fluminensis (Vell.) Stearn,yerba de hierro,US72
ALFL2,MEME4,Melasma melampyroides (Rich.) Pennell,,US72
ALFL2,GLAS,Glossostylis aspera Cham. & Schltdl.,,US72
ALFL2,PEME11,Pedicularis melampyroides Rich.,,US72
ALECT,,Alectryon Gaertn.,alectryon,US15
ALMA,,Alectryon macrococcus Radlk.,Hawai'i alectryon,US15
ALMAA,,Alectryon macrococcus Radlk. var. auwahiensis G. Linney,Hawai'i alectryon,US15
ALMAM2,,Alectryon macrococcus Radlk. var. macrococcus,Hawai'i alectryon,US15
ALMAM2,ALMA2,Alectryon mahoe H. St. John & Frederick,,US15
ALEUR,,Aleurites J.R. Forst. & G. Forst.,aleurites,US72
ALEUR,,Aleurites J.R. Forst. & G. Forst.,aleurites,US70
ALEUR,,Aleurites J.R. Forst. & G. Forst.,aleurites,US15
ALEUR,,Aleurites J.R. Forst. & G. Forst.,aleurites,US78
ALMO,,Aleurites moluccanus (L.) Willd.,Indian walnut,US66
ALMO,,Aleurites moluccanus (L.) Willd.,Indian walnut,US72
ALMO,,Aleurites moluccanus (L.) Willd.,Indian walnut,US15
ALMO,,Aleurites moluccanus (L.) Willd.,Indian walnut,US70
ALMO,ALJA7,"Aleurites javanica Gand., orth. var.",,US70
ALMO,ALJA10,Aleurites javanicus Gand.,,US15
ALMO,,Aleurites moluccanus (L.) Willd.,Indian walnut,US78
ALMO,ALJA10,Aleurites javanicus Gand.,,US66
ALMO,ALMO2,"Aleurites moluccana (L.) Willd., orth. var.",,US70
ALMO,ALJA7,"Aleurites javanica Gand., orth. var.",,US66
ALMO,ALJA10,Aleurites javanicus Gand.,,US70
ALMO,ALJA10,Aleurites javanicus Gand.,,US72
ALMO,ALTR,Aleurites trilobus J.R. Forst. & G. Forst.,,US70
ALMO,ALJA7,"Aleurites javanica Gand., orth. var.",,US72
ALMO,ALMO2,"Aleurites moluccana (L.) Willd., orth. var.",,US66
ALMO,ALJA10,Aleurites javanicus Gand.,,US78
ALMO,ALTR10,"Aleurites triloba J.R. Forst. & G. Forst., orth. var.",,US70
ALMO,ALJA7,"Aleurites javanica Gand., orth. var.",,US78
ALMO,ALJA7,"Aleurites javanica Gand., orth. var.",,US15
ALMO,ALMO2,"Aleurites moluccana (L.) Willd., orth. var.",,US15
ALMO,ALMO2,"Aleurites moluccana (L.) Willd., orth. var.",,US72
ALMO,ALMO2,"Aleurites moluccana (L.) Willd., orth. var.",,US78
ALMO,ALTR,Aleurites trilobus J.R. Forst. & G. Forst.,,US15
ALMO,ALTR,Aleurites trilobus J.R. Forst. & G. Forst.,,US66
ALMO,ALTR,Aleurites trilobus J.R. Forst. & G. Forst.,,US72
ALMO,ALTR,Aleurites trilobus J.R. Forst. & G. Forst.,,US78
ALMO,ALTR10,"Aleurites triloba J.R. Forst. & G. Forst., orth. var.",,US15
ALMO,ALTR10,"Aleurites triloba J.R. Forst. & G. Forst., orth. var.",,US66
ALMO,ALTR10,"Aleurites triloba J.R. Forst. & G. Forst., orth. var.",,US72
ALMO,ALTR10,"Aleurites triloba J.R. Forst. & G. Forst., orth. var.",,US78
ALMOK3,,"Aleurites moluccanus (L.) Willd. var. katoi O. Deg., I. Deg. & B.C. Stone",Indian walnut,US15
ALMOK3,ALMOK2,"Aleurites moluccana (L.) Willd. var. katoi O. Deg., I. Deg. & B.C. Stone, orth. var.",,US15
ALMOK3,,"Aleurites moluccanus (L.) Willd. var. katoi O. Deg., I. Deg. & B.C. Stone",Indian walnut,US72
ALMOK3,ALMOK2,"Aleurites moluccana (L.) Willd. var. katoi O. Deg., I. Deg. & B.C. Stone, orth. var.",,US72
ALMOK3,,"Aleurites moluccanus (L.) Willd. var. katoi O. Deg., I. Deg. & B.C. Stone",Indian walnut,US78
ALMOK3,ALMOK2,"Aleurites moluccana (L.) Willd. var. katoi O. Deg., I. Deg. & B.C. Stone, orth. var.",,US78
ALLAM,,Allamanda L.,allamanda,US72
ALLAM,,Allamanda L.,allamanda,US70
ALLAM,,Allamanda L.,allamanda,US78
ALBL,,Allamanda blanchetii A. DC.,purple allamanda,US72
ALCA7,,Allamanda cathartica L.,golden trumpet,US66
ALCA7,,Allamanda cathartica L.,golden trumpet,US70
ALCA7,,Allamanda cathartica L.,golden trumpet,US72
ALCA7,ALCAG,Allamanda cathartica L. var. grandiflora (Aubl.) L.H. Bailey & C.P. Raffill,,US66
ALCA7,,Allamanda cathartica L.,golden trumpet,US78
ALCA7,ALCAG,Allamanda cathartica L. var. grandiflora (Aubl.) L.H. Bailey & C.P. Raffill,,US78
ALCA7,ALCAG,Allamanda cathartica L. var. grandiflora (Aubl.) L.H. Bailey & C.P. Raffill,,US70
ALCA7,ALCAG,Allamanda cathartica L. var. grandiflora (Aubl.) L.H. Bailey & C.P. Raffill,,US72
ALSC4,,Allamanda schottii Pohl,bush allamanda,US72
ALSC4,ALNE7,Allamanda neriifolia Hook. f.,,US72
ALLIU,,Allium L.,onion,US70
ALLIU,,Allium L.,onion,US78
ALLIU,,Allium L.,onion,US74
ALAL4,,Allium allegheniense Small,Allegheny onion,US78
ALCE,ALCEC,Allium cepa L. var. cepa,,US70
ALCE,,Allium cepa L.,garden onion,US66
ALCE,,Allium cepa L.,garden onion,US70
ALCE,ALCEA2,Allium cepa L. var. aggregatum G. Don,,US70
ALCE,ALCEP,Allium cepa L. var. proliferum (Moench) Regel,,US66
ALCE,,Allium cepa L.,garden onion,US74
ALCE,ALCEM,Allium cepa L. var. multiplicans L.H. Bailey,,US70
ALCE,ALCEA2,Allium cepa L. var. aggregatum G. Don,,US74
ALCE,ALCES,Allium cepa L. var. solaninum Alef.,,US66
ALCE,ALCEA2,Allium cepa L. var. aggregatum G. Don,,US66
ALCE,ALCEP,Allium cepa L. var. proliferum (Moench) Regel,,US74
ALCE,ALCEC,Allium cepa L. var. cepa,,US74
ALCE,ALCES,Allium cepa L. var. solaninum Alef.,,US70
ALCE,ALCEC,Allium cepa L. var. cepa,,US66
ALCE,ALCES,Allium cepa L. var. solaninum Alef.,,US74
ALCE,ALCEM,Allium cepa L. var. multiplicans L.H. Bailey,,US66
ALCE,ALCEM,Allium cepa L. var. multiplicans L.H. Bailey,,US74
ALCE,ALCEP,Allium cepa L. var. proliferum (Moench) Regel,,US70
ALTU3,,Allium tuberosum Rottler ex Spreng.,Chinese chives,US70
ALTU3,,Allium tuberosum Rottler ex Spreng.,Chinese chives,US66
ALLOP,,Allophylus L.,allophylus,US68
ALLOP,,Allophylus L.,allophylus,US70
ALLOP,,Allophylus L.,allophylus,US64
ALLOP,,Allophylus L.,allophylus,US60
ALLOP,,Allophylus L.,allophylus,US69
ALLOP,,Allophylus L.,allophylus,US66
ALLOP,,Allophylus L.,allophylus,US78
ALLOP,,Allophylus L.,allophylus,US72
ALCR9,,Allophylus crassinervis Radlk.,palo blanco,US72
ALRA,SCOC6,Schmidelia occidentalis Sw.,,US72
ALRA,,Allophylus racemosus Sw.,palo de caja,US78
ALRA,ALOC3,Allophylus occidentalis (Sw.) Radlk.,,US78
ALRA,,Allophylus racemosus Sw.,palo de caja,US72
ALRA,SCOC6,Schmidelia occidentalis Sw.,,US78
ALRA,ALOC3,Allophylus occidentalis (Sw.) Radlk.,,US72
ALTE13,,Allophylus ternatus (J.R. Forst. & G. Forst.) Radlk.,,US66
ALTE13,,Allophylus ternatus (J.R. Forst. & G. Forst.) Radlk.,,US70
ALTI3,,Allophylus timoriensis (DC.) Blume,Timor allophylus,US60
ALTI3,,Allophylus timoriensis (DC.) Blume,Timor allophylus,US68
ALTI3,,Allophylus timoriensis (DC.) Blume,Timor allophylus,US64
ALTI3,ALTI2,"Allophylus timorensis (DC.) Blume, orth. var.",,US68
ALTI3,,Allophylus timoriensis (DC.) Blume,Timor allophylus,US66
ALTI3,,Allophylus timoriensis (DC.) Blume,Timor allophylus,US69
ALTI3,ALTI2,"Allophylus timorensis (DC.) Blume, orth. var.",,US60
ALTI3,,Allophylus timoriensis (DC.) Blume,Timor allophylus,US70
ALTI3,ALTI2,"Allophylus timorensis (DC.) Blume, orth. var.",,US64
ALTI3,ALTI2,"Allophylus timorensis (DC.) Blume, orth. var.",,US69
ALTI3,ALTI2,"Allophylus timorensis (DC.) Blume, orth. var.",,US66
ALTI3,ALTI2,"Allophylus timorensis (DC.) Blume, orth. var.",,US70
ALLOS,,"Allosidastrum (Hochr.) Krapov., Fryxell & D.M. Bates",mock fanpetals,US72
ALLOS,,"Allosidastrum (Hochr.) Krapov., Fryxell & D.M. Bates",mock fanpetals,US78
ALPY,,"Allosidastrum pyramidatum (Cav.) Krapov., Fryxell & D.M. Bates",mock fanpetals,US72
ALPY,SIPY,Sida pyramidata Cav.,,US78
ALPY,,"Allosidastrum pyramidatum (Cav.) Krapov., Fryxell & D.M. Bates",mock fanpetals,US78
ALPY,SIPY,Sida pyramidata Cav.,,US72
ALNUS,,Alnus Mill.,alder,US15
ALNE2,,Alnus nepalensis D. Don,Nepal alder,US15
ALOCA,,Alocasia (Schott) G. Don,taro,US74
