host,host_name,host_genus,host_authority,AtlanticCanada,CentralCanada,Florida,InlandWestUS,MidwestUS,NorthCentralUS,NortheastUS,NorthernNorthAmerica,NorthwestUS,SoutheastUS,SouthwestUS,WesternCanada
Rhus typhina L.,Rhus typhina,Rhus,L.,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Ribes americanum Mill.,Ribes americanum,Ribes,Mill.,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
Ribes aureum Pursh,Ribes aureum,Ribes,Pursh,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
Ribes aureum Pursh var. villosum DC.,Ribes aureum,Ribes,Pursh var. villosum DC.,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
Ribes cereum Douglas,Ribes cereum,Ribes,Douglas,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Ribes erythrocarpum Coville & Leiberg,Ribes erythrocarpum,Ribes,Coville & Leiberg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Ribes hudsonianum Richardson,Ribes hudsonianum,Ribes,Richardson,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Ribes inerme Rydb.,Ribes inerme,Ribes,Rydb.,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Ribes lacustre (Pers.) Poir.,Ribes lacustre,Ribes,(Pers.) Poir.,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Ribes montigenum McClatchie,Ribes montigenum,Ribes,McClatchie,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Ribes nevadense Kellogg,Ribes nevadense,Ribes,Kellogg,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Ribes roezlii Regel,Ribes roezlii,Ribes,Regel,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Ribes sanguineum Pursh,Ribes sanguineum,Ribes,Pursh,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Ribes triste Pall.,Ribes triste,Ribes,Pall.,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
Ribes viburnifolium A. Gray,Ribes viburnifolium,Ribes,A. Gray,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Ribes viscosissimum Pursh,Ribes viscosissimum,Ribes,Pursh,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Robinia hispida L. var. fertilis (Ashe) R.T. Clausen,Robinia hispida,Robinia,L. var. fertilis (Ashe) R.T. Clausen,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Robinia neomexicana A. Gray,Robinia neomexicana,Robinia,A. Gray,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Robinia pseudoacacia L.,Robinia pseudoacacia,Robinia,L.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
Sabal minor (Jacq.) Pers.,Sabal minor,Sabal,(Jacq.) Pers.,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Sabal palmetto (Walter) Lodd. ex Schult. & Schult. f.,Sabal palmetto,Sabal,(Walter) Lodd. ex Schult. & Schult. f.,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Salix alaxensis (Andersson) Coville,Salix alaxensis,Salix,(Andersson) Coville,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Salix amygdaloides Andersson,Salix amygdaloides,Salix,Andersson,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
Salix arbusculoides Andersson,Salix arbusculoides,Salix,Andersson,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Salix barclayi Andersson,Salix barclayi,Salix,Andersson,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Salix bebbiana Sarg.,Salix bebbiana,Salix,Sarg.,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
Salix bonplandiana Kunth,Salix bonplandiana,Salix,Kunth,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Salix boothii Dorn,Salix boothii,Salix,Dorn,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Salix brachycarpa Nutt.,Salix brachycarpa,Salix,Nutt.,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Salix candida Flueggé ex Willd.,Salix candida,Salix,Flueggé ex Willd.,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
Salix caroliniana Michx.,Salix caroliniana,Salix,Michx.,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Salix commutata Bebb,Salix commutata,Salix,Bebb,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Salix discolor Muhl.,Salix discolor,Salix,Muhl.,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
Salix drummondiana Barratt ex Hook.,Salix drummondiana,Salix,Barratt ex Hook.,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Salix eriocephala Michx.,Salix eriocephala,Salix,Michx.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Salix exigua Nutt.,Salix exigua,Salix,Nutt.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Salix fuscescens Andersson,Salix fuscescens,Salix,Andersson,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Salix geyeriana Andersson,Salix geyeriana,Salix,Andersson,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Salix glauca L.,Salix glauca,Salix,L.,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Salix gooddingii C.R. Ball,Salix gooddingii,Salix,C.R. Ball,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Salix hastata L.,Salix hastata,Salix,L.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Salix hookeriana Barratt ex Hook.,Salix hookeriana,Salix,Barratt ex Hook.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Salix humilis Marshall,Salix humilis,Salix,Marshall,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Salix interior Rowlee,Salix interior,Salix,Rowlee,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
Salix irrorata Andersson,Salix irrorata,Salix,Andersson,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Salix lasiolepis Benth.,Salix lasiolepis,Salix,Benth.,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
Salix lemmonii Bebb,Salix lemmonii,Salix,Bebb,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Salix ligulifolia (C.R. Ball) C.R. Ball ex C.K. Schneid.,Salix ligulifolia,Salix,(C.R. Ball) C.R. Ball ex C.K. Schneid.,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Salix lucida Muhl.,Salix lucida,Salix,Muhl.,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Salix lucida Muhl. ssp. lasiandra (Benth.) A.E. Murray,Salix lucida,Salix,Muhl. ssp. lasiandra (Benth.) A.E. Murray,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Salix lutea Nutt.,Salix lutea,Salix,Nutt.,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Salix monticola Bebb,Salix monticola,Salix,Bebb,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Salix nigra Marshall,Salix nigra,Salix,Marshall,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Salix niphoclada Rydb.,Salix niphoclada,Salix,Rydb.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Salix orestera C.K. Schneid.,Salix orestera,Salix,C.K. Schneid.,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Salix planifolia Pursh,Salix planifolia,Salix,Pursh,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
Salix polaris Wahlenb.,Salix polaris,Salix,Wahlenb.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Salix prolixa Andersson,Salix prolixa,Salix,Andersson,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Salix pulchra Cham.,Salix pulchra,Salix,Cham.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Salix reticulata L.,Salix reticulata,Salix,L.,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Salix richardsonii Hook.,Salix richardsonii,Salix,Hook.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Salix rotundifolia Trautv.,Salix rotundifolia,Salix,Trautv.,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Salix scouleriana Barratt ex Hook.,Salix scouleriana,Salix,Barratt ex Hook.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Salix sericea Marshall,Salix sericea,Salix,Marshall,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Salix sessilifolia Nutt.,Salix sessilifolia,Salix,Nutt.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Salix sitchensis Sanson ex Bong.,Salix sitchensis,Salix,Sanson ex Bong.,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Salix taxifolia Kunth,Salix taxifolia,Salix,Kunth,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Salvia dorrii (Kellogg) Abrams,Salvia dorrii,Salvia,(Kellogg) Abrams,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Sambucus nigra L. ssp. canadensis (L.) R. Bolli,Sambucus nigra,Sambucus,L. ssp. canadensis (L.) R. Bolli,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
Sambucus nigra L. ssp. cerulea (Raf.) R. Bolli,Sambucus nigra,Sambucus,L. ssp. cerulea (Raf.) R. Bolli,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Sambucus racemosa L. var. racemosa,Sambucus racemosa,Sambucus,L. var. racemosa,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sapindus saponaria L. var. drummondii (Hook. & Arn.) L.D. Benson,Sapindus saponaria,Sapindus,L. var. drummondii (Hook. & Arn.) L.D. Benson,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Sarcobatus vermiculatus (Hook.) Torr.,Sarcobatus vermiculatus,Sarcobatus,(Hook.) Torr.,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Sassafras albidum (Nutt.) Nees,Sassafras albidum,Sassafras,(Nutt.) Nees,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Scaevola sericea Vahl,Scaevola sericea,Scaevola,Vahl,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sebastiania fruticosa (W. Bartram) Fernald,Sebastiania fruticosa,Sebastiania,(W. Bartram) Fernald,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Senegalia greggii (A. Gray) Britton & Rose,Senegalia greggii,Senegalia,(A. Gray) Britton & Rose,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Sequoia sempervirens (Lamb. ex D. Don) Endl.,Sequoia sempervirens,Sequoia,(Lamb. ex D. Don) Endl.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Sequoiadendron giganteum (Lindl.) J. Buchholz,Sequoiadendron giganteum,Sequoiadendron,(Lindl.) J. Buchholz,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Serenoa repens (W. Bartram) Small,Serenoa repens,Serenoa,(W. Bartram) Small,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Shepherdia argentea (Pursh) Nutt.,Shepherdia argentea,Shepherdia,(Pursh) Nutt.,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
Shepherdia canadensis (L.) Nutt.,Shepherdia canadensis,Shepherdia,(L.) Nutt.,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
Sideroxylon lycioides L.,Sideroxylon lycioides,Sideroxylon,L.,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Sideroxylon reclinatum Michx. ssp. reclinatum,Sideroxylon reclinatum,Sideroxylon,Michx. ssp. reclinatum,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Simmondsia chinensis (Link) C.K. Schneid.,Simmondsia chinensis,Simmondsia,(Link) C.K. Schneid.,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Smilax bona-nox L.,Smilax bona-nox,Smilax,L.,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Smilax glauca Walter,Smilax glauca,Smilax,Walter,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Smilax laurifolia L.,Smilax laurifolia,Smilax,L.,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Smilax rotundifolia L.,Smilax rotundifolia,Smilax,L.,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Smilax smallii Morong,Smilax smallii,Smilax,Morong,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Smilax walteri Pursh,Smilax walteri,Smilax,Pursh,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Sophora secundiflora (Ortega) Lag. ex DC.,Sophora secundiflora,Sophora,(Ortega) Lag. ex DC.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Sorbus americana Marshall,Sorbus americana,Sorbus,Marshall,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Sorbus decora (Sarg.) C.K. Schneid.,Sorbus decora,Sorbus,(Sarg.) C.K. Schneid.,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sorbus scopulina Greene,Sorbus scopulina,Sorbus,Greene,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Sorbus sitchensis M. Roem. var. grayi (Wenzig) C.L. Hitchc.,Sorbus sitchensis,Sorbus,M. Roem. var. grayi (Wenzig) C.L. Hitchc.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Spiraea alba Du Roi,Spiraea alba,Spiraea,Du Roi,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
Spiraea betulifolia Pall.,Spiraea betulifolia,Spiraea,Pall.,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Spiraea douglasii Hook.,Spiraea douglasii,Spiraea,Hook.,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Spiraea tomentosa L.,Spiraea tomentosa,Spiraea,L.,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
Styrax americanus Lam.,Styrax americanus,Styrax,Lam.,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Styrax grandifolius Aiton,Styrax grandifolius,Styrax,Aiton,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Swietenia mahagoni (L.) Jacq.,Swietenia mahagoni,Swietenia,(L.) Jacq.,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Symphoricarpos albus (L.) S.F. Blake,Symphoricarpos albus,Symphoricarpos,(L.) S.F. Blake,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Symphoricarpos occidentalis Hook.,Symphoricarpos occidentalis,Symphoricarpos,Hook.,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Symphoricarpos orbiculatus Moench,Symphoricarpos orbiculatus,Symphoricarpos,Moench,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Symphoricarpos oreophilus A. Gray,Symphoricarpos oreophilus,Symphoricarpos,A. Gray,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Symplocos tinctoria (L.) L'Hér.,Symplocos tinctoria,Symplocos,(L.) L'Hér.,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Tabebuia heterophylla (DC.) Britton,Tabebuia heterophylla,Tabebuia,(DC.) Britton,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Taxodium ascendens Brongn.,Taxodium ascendens,Taxodium,Brongn.,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Taxodium distichum (L.) Rich.,Taxodium distichum,Taxodium,(L.) Rich.,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Taxus brevifolia Nutt.,Taxus brevifolia,Taxus,Nutt.,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Taxus canadensis Marshall,Taxus canadensis,Taxus,Marshall,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Tecoma stans (L.) Juss. ex Kunth,Tecoma stans,Tecoma,(L.) Juss. ex Kunth,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Tetradymia canescens DC.,Tetradymia canescens,Tetradymia,DC.,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Tetradymia glabrata Torr. & A. Gray,Tetradymia glabrata,Tetradymia,Torr. & A. Gray,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Tetradymia spinosa Hook. & Arn.,Tetradymia spinosa,Tetradymia,Hook. & Arn.,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Thuja occidentalis L.,Thuja occidentalis,Thuja,L.,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Thuja plicata Donn ex D. Don,Thuja plicata,Thuja,Donn ex D. Don,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Tilia americana L.,Tilia americana,Tilia,L.,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Tilia americana L. var. heterophylla (Vent.) Loudon,Tilia americana,Tilia,L. var. heterophylla (Vent.) Loudon,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Torreya taxifolia Arn.,Torreya taxifolia,Torreya,Arn.,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Trema micrantha (L.) Blume,Trema micrantha,Trema,(L.) Blume,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tsuga canadensis (L.) Carrière,Tsuga canadensis,Tsuga,(L.) Carrière,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Tsuga caroliniana Engelm.,Tsuga caroliniana,Tsuga,Engelm.,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Tsuga heterophylla (Raf.) Sarg.,Tsuga heterophylla,Tsuga,(Raf.) Sarg.,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Tsuga mertensiana (Bong.) Carrière,Tsuga mertensiana,Tsuga,(Bong.) Carrière,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Ulmus alata Michx.,Ulmus alata,Ulmus,Michx.,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Ulmus americana L.,Ulmus americana,Ulmus,L.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Ulmus crassifolia Nutt.,Ulmus crassifolia,Ulmus,Nutt.,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Ulmus rubra Muhl.,Ulmus rubra,Ulmus,Muhl.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Ulmus serotina Sarg.,Ulmus serotina,Ulmus,Sarg.,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Ulmus thomasii Sarg.,Ulmus thomasii,Ulmus,Sarg.,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Umbellularia californica (Hook. & Arn.) Nutt.,Umbellularia californica,Umbellularia,(Hook. & Arn.) Nutt.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Vaccinium angustifolium Aiton,Vaccinium angustifolium,Vaccinium,Aiton,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Vaccinium arboreum Marshall,Vaccinium arboreum,Vaccinium,Marshall,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Vaccinium caespitosum Michx., orth. var.",Vaccinium caespitosum,Vaccinium,"Michx., orth. var.",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
Vaccinium cespitosum Michx.,Vaccinium cespitosum,Vaccinium,Michx.,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
Vaccinium corymbosum L.,Vaccinium corymbosum,Vaccinium,L.,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
