"","spec.name","spec.name.ORIG","Squished","Brackets.detected","Number.detected","Unique","Matched","Fuzzy","Fuzzy.toomany","Fuzzy.two","Fuzzy.one","Fuzzy.dist","OriSeq","Subseq","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","references","source","majorGroup","tplID","Hybrid","New.accepted","Old.status","Old.ID","Old.name","One.Reason"
"305","Syzygium taiwanicum","Syzygium taiwanicum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,300,1,"wfo-0000319508","urn:lsid:ipni.org:names:907516-1","200377","Syzygium taiwanicum","species","wfo-4000037381","H.T.Chang & R.H.Miao","Myrtaceae","","",NA,"Syzygium","","taiwanicum","","species","Valid","Acta Bot. Yunnan. 4: 18 (1982)","Accepted","","wfo-0000956842",NA,"Source in seed data: wcs Update namepublishedIn from Acta Bot. Yunnan. 4(1): 18, nom. nov. 1982  to Acta Bot. Yunnan. 4: 18 (1982), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/t","http://www.theplantlist.org/tpl1.1/record/kew-200377","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-200377","",FALSE,"","","",""
"306","Ligustrum pricei","Ligustrum pricei",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,301,1,"wfo-0000816243","urn:lsid:ipni.org:names:610070-1","354141","Ligustrum pricei","species","wfo-4000021729","Hayata","Oleaceae","","",NA,"Ligustrum","","pricei","","species","Valid","Icon. Pl. Formosan. 5: 123 (1915)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Icon. Pl. Formosan. 5: 123. 1915 [25 Nov 1915]  to Icon. Pl. Formosan. 5: 123 (1915), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlis","http://www.theplantlist.org/tpl1.1/record/kew-354141","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-354141","",FALSE,"","","",""
"307","Osmanthus kaoi","Osmanthus kaoi",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,302,1,"wfo-0000816675","urn:lsid:ipni.org:names:915331-1","354566","Osmanthus kaoi","species","wfo-4000027371","(Liu & Liao) S.Y.Lu","Oleaceae","","",NA,"Osmanthus","","kaoi","","species","Valid","Quart. J. Chin. Forest. 18(3): 82 (1985)","Accepted","","wfo-0000817396",NA,"Source in seed data: wcs Updated scientificnameAuthorship from (T.S.Liu & J.C.Liao) S.Y.Lu to (Liu & Liao) S.Y.Lu, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-","http://www.theplantlist.org/tpl1.1/record/kew-354566","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-354566","",FALSE,"","","",""
"308","Osmanthus lanceolatus","Osmanthus lanceolatus",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,303,1,"wfo-0000817111","urn:lsid:ipni.org:names:610892-1","354968","Osmanthus lanceolatus","species","wfo-4000027371","Hayata","Oleaceae","","",NA,"Osmanthus","","lanceolatus","","species","Valid","J. Coll. Sci. Imp. Univ. Tokyo 30(1): 192 (1911)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from J. Coll. Sci. Imp. Univ. Tokyo 30(Art. 1): 192. 1911 [20 Jun 1911]  to J. Coll. Sci. Imp. Univ. Tokyo 30(1): 192 (1911), information provided by Alan E. on email Jun. 07 2021 More details could be foun","http://www.theplantlist.org/tpl1.1/record/kew-354968","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-354968","",FALSE,"","","",""
"309","Prunus taiwaniana","Prunus taiwaniana",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,304,1,"wfo-0001005297","urn:lsid:ipni.org:names:730336-1","3733","Prunus taiwaniana","species","","Hayata","Rosaceae","","",NA,"Prunus","","taiwaniana","","species","","J. Coll. Sci. Imp. Univ. Tokyo 30(Art. 1):  87. 1911 [20 Jun 1911]","Unchecked","","",NA,"Source in seed data: rjp Updated namePublishedIn from ; 1911 87 1911  to J. Coll. Sci. Imp. Univ. Tokyo 30(Art. 1):  87. 1911 [20 Jun 1911] , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href","http://www.theplantlist.org/tpl1.1/record/rjp-3733","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-3733","",FALSE,"","","",""
"310","Prunus transarisanensis","Prunus transarisanensis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,305,1,"wfo-0001005303","urn:lsid:ipni.org:names:730363-1","3735","Prunus transarisanensis","species","","Hayata","Rosaceae","","",NA,"Prunus","","transarisanensis","","species","","Icon. Pl. Formosan. 5: 37. 1915 [25 Nov 1915]","Unchecked","","",NA,"Source in seed data: rjp Updated namePublishedIn from Icones plantarum formosanarum nec non et contributiones ad floram formosanam ; 1911 37 1915  to Icon. Pl. Formosan. 5: 37. 1915 [25 Nov 1915] , according to IPNI. Information provided by Alan E. on em","http://www.theplantlist.org/tpl1.1/record/rjp-3735","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-3735","",FALSE,"","","",""
"311","Pyrus taiwanensis","Pyrus taiwanensis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,306,1,"wfo-0000985002","urn:lsid:ipni.org:names:971614-1","12001","Pyrus taiwanensis","species","","Iketani & H.Ohashi","Rosaceae","","",NA,"Pyrus","","taiwanensis","","species","","J. Jap. Bot. 68(1): 40 (1993).","Unchecked","","",NA,"Source in seed data: rjp Updated namePublishedIn from ; 1993 40, f.1 1993  to J. Jap. Bot. 68(1): 40 (1993). , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http://www.theplantlist.org/tp","http://www.theplantlist.org/tpl1.1/record/rjp-12001","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-12001","",FALSE,"","","",""
"312","Wendlandia erythroxylon","Wendlandia erythroxylon",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,307,1,"wfo-0000334085","urn:lsid:ipni.org:names:770443-1","214424","Wendlandia erythroxylon","species","wfo-4000040629","Cowan","Rubiaceae","","",NA,"Wendlandia","","erythroxylon","","species","Valid","Notes Roy. Bot. Gard. Edinburgh 16: 299 (1932)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Notes Roy. Bot. Gard. Edinburgh 16: 299. 1932  to Notes Roy. Bot. Gard. Edinburgh 16: 299 (1932), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www","http://www.theplantlist.org/tpl1.1/record/kew-214424","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-214424","",FALSE,"","","",""
"313","Salix fulvopubescens","Salix fulvopubescens",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,308,1,"wfo-0001133886","urn:lsid:ipni.org:names:777630-1","28301081","Salix fulvopubescens","species","wfo-4000033844","Hayata","Salicaceae","","",NA,"Salix","","fulvopubescens","","species","Valid","Icon. Pl. Formosan. 5: 202 (1915)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Icon. Pl. Formosan. 5: 202–203 1915  to Icon. Pl. Formosan. 5: 202 (1915), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl","http://www.theplantlist.org/tpl1.1/record/tro-28301081","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-28301081","",FALSE,"","","",""
"314","Salix kusanoi","Salix kusanoi",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,309,1,"wfo-0001133845","urn:lsid:ipni.org:names:777967-1","28301019","Salix kusanoi","species","wfo-4000033844","C.K.Schneid.","Salicaceae","","",NA,"Salix","","kusanoi","","species","Valid","Pl. Wilson. (Sargent) 3(1): 100. 1916 [8 May 1916]","Accepted","","wfo-0001134253",NA,"Source in seed data: tro Updated scientificnameAuthorship from (Hayata) C.K.Schneid. to C.K.Schneid., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-28301019 >The","http://www.theplantlist.org/tpl1.1/record/tro-28301019","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-28301019","",FALSE,"","","",""
"315","Acer serrulatum","Acer serrulatum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,310,1,"wfo-0000515089","urn:lsid:ipni.org:names:56799-1","748831","Acer serrulatum","species","wfo-4000000188","Hayata","Sapindaceae","Hippocastanoideae","",NA,"Acer","","serrulatum","","species","Valid","J. Coll. Sci. Imp. Univ. Tokyo 30(1): 70 (1911)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from J. Coll. Sci. Imp. Univ. Tokyo 30(Art. 1):  70. 1911 [20 Jun 1911]  to J. Coll. Sci. Imp. Univ. Tokyo 30(1): 70 (1911), information provided by Alan E. on email Jun. 07 2021 More details could be found","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:56799-1","The Sapindaceae Taxonomic Expert Network","A","kew-2616444","",FALSE,"","","",""
"316","Symplocos juiyenensis","Symplocos juiyenensis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,311,1,"wfo-1000001792","urn:lsid:ipni.org:names:77221881-1","","Symplocos juiyenensis","species","","C.C.Wang & C.H.Ou","Symplocaceae","","",NA,"Symplocos","","juiyenensis","","species","","Quart. J. Forest. Res. 21(4): 65. 1999","Unchecked","","",NA,"","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","","",FALSE,"","","",""
"317","Symplocos shilanensis","Symplocos shilanensis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,312,1,"wfo-0001141563","urn:lsid:ipni.org:names:827807-1","30900154","Symplocos shilanensis","species","wfo-4000037242","Y.C.Liu & F.Y.Lu","Symplocaceae","","",NA,"Symplocos","","shilanensis","","species","Valid","Quart. J. Chin. Forest. 10: 90 (1977)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Quart. J. Chin. Forest. 10(3): 90. 1977  to Quart. J. Chin. Forest. 10: 90 (1977), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.o","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:827807-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-30900154","",FALSE,"","","",""
"318","Camellia formosensis","Camellia formosensis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,313,1,"wfo-0000582676","urn:lsid:ipni.org:names:828548-1","826347","Camellia sinensis","species","wfo-4000006359","(L.) Kuntze","Theaceae","","",NA,"Camellia","","sinensis","","species","Valid","Trudy Imp. S.-Peterburgsk. Bot. Sada 10: 195 (1887)","Accepted","","wfo-0000459564",NA,"Source in seed data: cmp Update namepublishedIn from Trudy Imp. S.-Peterburgsk. Bot. Sada 10: 195 1887  to Trudy Imp. S.-Peterburgsk. Bot. Sada 10: 195 (1887), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=h","http://www.theplantlist.org/tpl1.1/record/kew-2694880","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2694880","",TRUE,"Synonym","wfo-0000746200","Camellia formosensis",""
"319","Camellia hengchunensis","Camellia hengchunensis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,314,1,"wfo-0001247037","urn:lsid:ipni.org:names:829881-1","50139721","Camellia brevistyla","species","wfo-4000006359","Cohen-Stuart","Theaceae","","",NA,"Camellia","","brevistyla","","species","Valid","Meded. Proefstat. Thee 11: 67 (1916)","Accepted","","wfo-0001220797",NA,"Source in seed data: tro Updated scientificnameAuthorship from (Hayata) Cohen-Stuart to Cohen-Stuart, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-50139721 >The","http://www.theplantlist.org/tpl1.1/record/tro-50139721","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-50139721","",TRUE,"Synonym","wfo-0001282038","Camellia hengchunensis",""
"320","Pyrenaria buisanensis","Pyrenaria buisanensis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,315,1,"wfo-0001276148","urn:lsid:ipni.org:names:998091-1","50286720","Pyrenaria microcarpa  var. ovalifolia","variety","wfo-0001247223","(H.L.Li) T.L.Ming & S.X.Yang","Theaceae","","",NA,"Pyrenaria","","microcarpa","ovalifolia","variety","Valid","Chin. J. Appl. Environ. Biol. 3(3): 287 (1997)","Accepted","","wfo-0001219822",NA,"Source in seed data: tro Update namepublishedIn from Chinese J. Appl. Environ. Biol. 3(3): 287 (1997):.  to Chin. J. Appl. Environ. Biol. 3(3): 287 (1997), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http:","http://www.theplantlist.org/tpl1.1/record/tro-50286720","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-50286720","",TRUE,"Synonym","wfo-0001276149","Pyrenaria buisanensis",""
"321","Ulmus uyematsui","Ulmus uyematsui",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,316,1,"wfo-0000416776","urn:lsid:ipni.org:names:837180-1","586317","Ulmus uyematsui","species","wfo-4000039733","Hayata","Ulmaceae","","",NA,"Ulmus","","uyematsui","","species","Valid","Icon. Pl. Formosan. 3: 174 (1913)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Icon. Pl. Formosan. 3: 174. 1913 [25 Dec 1913]  to Icon. Pl. Formosan. 3: 174 (1913), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlis","http://www.theplantlist.org/tpl1.1/record/kew-2448774","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2448774","",FALSE,"","","",""
"322","Dendrocnide kotoensis","Dendrocnide kotoensis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,317,1,"wfo-0000641024","urn:lsid:ipni.org:names:984914-1","890314","Dendrocnide kotoensis","species","wfo-4000011071","(Hayata ex Yamam.) B.L.Shih & Yuen P.Yang","Urticaceae","","",NA,"Dendrocnide","","kotoensis","","species","Valid","Bot. Bull. Acad. Sin. , n.s., 36: 162 (1995)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Bot. Bull. Acad. Sin. (Taipei) 36(3): 162 (1995):.  to Bot. Bull. Acad. Sin. , n.s., 36: 162 (1995), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://","http://www.theplantlist.org/tpl1.1/record/kew-2760688","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2760688","",FALSE,"","","",""
"323","Barleria mirabilis","Barleria mirabilis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,318,1,"wfo-1000001160","","","Barleria mirabilis","species","","I.Darbysh. & Q.Luke","Acanthaceae","","",NA,"Barleria","","mirabilis","","species","","Kew Bull. 71(1)-13: 1 (2016)","Unchecked","","",NA,"","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","","",FALSE,"","","",""
"324","Sclerochiton glandulosissimus","Sclerochiton glandulosissimus",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,319,1,"wfo-0001264576","urn:lsid:ipni.org:names:958594-1","50213373","Sclerochiton glandulosissimus","species","wfo-4000034718","Vollesen","Acanthaceae","","",NA,"Sclerochiton","","glandulosissimus","","species","Valid","Kew Bull. 46: 35 (1991)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Kew Bull. 46(1): 35. 1991 [1 Mar 1991]  to Kew Bull. 46: 35 (1991), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/recor","http://www.theplantlist.org/tpl1.1/record/tro-50213373","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-50213373","",FALSE,"","","",""
"325","Sclerochiton uluguruensis","Sclerochiton uluguruensis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,320,1,"wfo-0001275253","urn:lsid:ipni.org:names:958595-1","50277653","Sclerochiton uluguruensis","species","wfo-4000034718","Vollesen","Acanthaceae","","",NA,"Sclerochiton","","uluguruensis","","species","Valid","Kew Bull. 46: 37 (1991)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Kew Bull. 46(1): 37. 1991 [1 Mar 1991]  to Kew Bull. 46: 37 (1991), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/recor","http://www.theplantlist.org/tpl1.1/record/tro-50277653","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-50277653","",FALSE,"","","",""
"326","Peterodendron ovatum","Peterodendron ovatum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,321,1,"wfo-0001063059","urn:lsid:ipni.org:names:365824-1","13201050","Peterodendron ovatum","species","wfo-4000028932","(Sleumer) Sleumer","Achariaceae","","",NA,"Peterodendron","","ovatum","","species","Valid","Notizbl. Bot. Gart. Berlin-Dahlem 13: 358 (1936)","Accepted","","wfo-0001280665",NA,"Source in seed data: tro Update namepublishedIn from Notizbl. Bot. Gart. Berlin-Dahlem 13: 358 1936  to Notizbl. Bot. Gart. Berlin-Dahlem 13: 358 (1936), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://","http://www.theplantlist.org/tpl1.1/record/tro-13201050","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-13201050","",FALSE,"","","",""
"327","Searsia brenanii","Searsia brenanii",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,322,1,"wfo-0000510221","urn:lsid:ipni.org:names:77088405-1","741525","Searsia brenanii","species","wfo-4000034901","(Kokwaro) Moffett","Anacardiaceae","","",NA,"Searsia","","brenanii","","species","Valid","Bothalia 37: 167 (2007)","Accepted","","wfo-0000402805",NA,"Source in seed data: ksu Update namepublishedIn from Bothalia 37(2): 167. 2007 [Oct 2007]  to Bothalia 37: 167 (2007), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77088405-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2608591","",FALSE,"","","",""
"328","Anisophyllea obtusifolia","Anisophyllea obtusifolia",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,323,1,"wfo-0000537321","urn:lsid:ipni.org:names:719489-1","772416","Anisophyllea obtusifolia","species","wfo-4000002193","Engl. & Brehmer","Anisophylleaceae","","",NA,"Anisophyllea","","obtusifolia","","species","Valid","Bot. Jahrb. Syst. 54: 372 (1917)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Bot. Jahrb. Syst. 54(4): 372. 1917 [13 Mar 1917]  to Bot. Jahrb. Syst. 54: 372 (1917), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantli","http://www.theplantlist.org/tpl1.1/record/kew-2640311","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2640311","",FALSE,"","","",""
"329","Anonidium usambarense","Anonidium usambarense",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,324,1,"wfo-0000538248","urn:lsid:ipni.org:names:72348-1","773442","Anonidium usambarense","species","wfo-4000002317","R.E.Fr.","Annonaceae","","",NA,"Anonidium","","usambarense","","species","Valid","Acta Horti Berg. 10: 80 (1930)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Acta Horti Berg. 10: 80. 1930  to Acta Horti Berg. 10: 80 (1930), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/","http://www.theplantlist.org/tpl1.1/record/kew-2641338","The Annonaceae TEN","A","kew-2641338","",FALSE,"","","",""
"330","Asteranthe lutea","Asteranthe lutea",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,325,1,"wfo-0000552596","urn:lsid:ipni.org:names:72524-1","788529","Asteranthe lutea","species","wfo-4000003385","Vollesen","Annonaceae","","",NA,"Asteranthe","","lutea","","species","Valid","Bot. Not. 133: 53 (1980)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Bot. Not. 133(1): 53. 1980  to Bot. Not. 133: 53 (1980), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-26564","http://www.theplantlist.org/tpl1.1/record/kew-2656485","The Annonaceae TEN","A","kew-2656485","",FALSE,"","","",""
"331","Greenwayodendron usambaricum","Greenwayodendron usambaricum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,326,1,"wfo-1000001428","urn:lsid:ipni.org:names:77192859-1","","Greenwayodendron usambaricum","species","","(Verdc.) Lissambou, O.J.Hardy & Couvreur","Annonaceae","","",NA,"Greenwayodendron","","usambaricum","","species","","PhytoKeys 114: 84. 2018","Unchecked","","",NA,"","","The Annonaceae TEN","A","","",FALSE,"","","",""
"332","Huberantha verdcourtii","Huberantha verdcourtii",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,327,1,"wfo-0001342053","urn:lsid:ipni.org:names:77146172-1","77146172-1","Huberantha verdcourtii","species","wfo-4001303256","(Vollesen) Chaowasku","Annonaceae","","",NA,"Huberantha","","verdcourtii","","species","Valid","Kew Bull. 70(2)-23: 3 (2015)","Accepted","","",NA,"Source in seed data: ipni Update namepublishedIn from Kew Bull. 70(2)-23: 3. 2015 [8 May 2015] [epublished] to Kew Bull. 70(2)-23: 3 (2015), information provided by Alan E. on email Jun. 07 2021","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77146172-1","The Annonaceae TEN","A","","",FALSE,"","","",""
"333","Mischogyne iddii","Mischogyne iddii",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,328,1,"wfo-0001354377","urn:lsid:ipni.org:names:60478312-2","60478312-2","Mischogyne iddii","species","wfo-4000024396","Gosline & A.R.Marshall","Annonaceae","","",NA,"Mischogyne","","iddii","","species","Valid","Kew Bull. 74(2)-28: 14. 2019","Accepted","","",NA,"Source in seed data: ipni Updated majorGroup from  to A, information provided by Alan E. on email Mar 08 2021","","The Annonaceae TEN","A","","",FALSE,"","","",""
"334","Polyceratocarpus askhambryan-iringae","Polyceratocarpus askhambryan-iringae",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,329,1,"wfo-0001345826","urn:lsid:ipni.org:names:77155232-1","77155232-1","Polyceratocarpus askhambryan-iringae","species","wfo-4000030710","A.R.Marshall & D.M.Johnson","Annonaceae","","",NA,"Polyceratocarpus","","askhambryan-iringae","","species","Valid","PhytoKeys 63: 65 (2016)","Accepted","","",NA,"Source in seed data: ipni Update namepublishedIn from PhytoKeys 63: 65. 2016 [1 Jun 2016] [epublished] to PhytoKeys 63: 65 (2016), information provided by Alan E. on email Jun. 07 2021","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77155232-1","The Annonaceae TEN","A","","",FALSE,"","","",""
"335","Polyceratocarpus scheffleri","Polyceratocarpus scheffleri",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,330,1,"wfo-0001066194","urn:lsid:ipni.org:names:74769-1","1601762","Polyceratocarpus scheffleri","species","wfo-4000030710","Engl. & Diels","Annonaceae","","",NA,"Polyceratocarpus","","scheffleri","","species","Valid","Notizbl. Königl. Bot. Gart. Berlin 3: 56 (1900)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Notizbl. Königl. Bot. Gart. Berlin 3: 56. 1900  to Notizbl. Königl. Bot. Gart. Berlin 3: 56 (1900), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http:/","http://www.theplantlist.org/tpl1.1/record/tro-1601762","The Annonaceae TEN","A","tro-1601762","",FALSE,"","","",""
"336","Uvariodendron oligocarpum","Uvariodendron oligocarpum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,331,1,"wfo-0001066166","urn:lsid:ipni.org:names:930025-1","1601599","Uvariodendron oligocarpum","species","wfo-4000039913","Verdc.","Annonaceae","","",NA,"Uvariodendron","","oligocarpum","","species","Valid","Kew Bull. 41: 289 (1986)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Kew Bull. 41(2): 289. 1986 [22 Jul 1986]  to Kew Bull. 41: 289 (1986), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/re","http://www.theplantlist.org/tpl1.1/record/tro-1601599","The Annonaceae TEN","A","tro-1601599","",FALSE,"","","",""
"337","Uvariodendron pycnophyllum","Uvariodendron pycnophyllum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,332,1,"wfo-0001066148","urn:lsid:ipni.org:names:76031-1","1601572","Uvariodendron pycnophyllum","species","wfo-4000039913","(Diels) R.E.Fr.","Annonaceae","","",NA,"Uvariodendron","","pycnophyllum","","species","Valid","Acta Horti Berg. 10: 58 (1930)","Accepted","","wfo-0001275333",NA,"Source in seed data: tro Update namepublishedIn from Acta Horti Berg. x. 58 (1930).  to Acta Horti Berg. 10: 58 (1930), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record","http://www.theplantlist.org/tpl1.1/record/tro-1601572","The Annonaceae TEN","A","tro-1601572","",FALSE,"","","",""
"338","Uvariodendron usambarense","Uvariodendron usambarense",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,333,1,"wfo-0001066151","urn:lsid:ipni.org:names:76032-1","1601576","Uvariodendron usambarense","species","wfo-4000039913","R.E.Fr.","Annonaceae","","",NA,"Uvariodendron","","usambarense","","species","Valid","Acta Horti Berg. 10: 66 (1930)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Acta Horti Berg. x. 65 (1930).  to Acta Horti Berg. 10: 66 (1930), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record","http://www.theplantlist.org/tpl1.1/record/tro-1601576","The Annonaceae TEN","A","tro-1601576","",FALSE,"","","",""
